"","secao","nome_secao","divisao","nome_divisao","grupo","nome_grupo","classe","nome_classe","notas_explicativas"
"148","C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.2",". Fabricação de produtos químicos orgânicos","20.223",".- Fabricação de intermediários para plastificantes, resinas e fibras","Não há notas explicativas disponíveis para esta categoria."
"149","C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.2",". Fabricação de produtos químicos orgânicos","20.291",".- Fabricação de produtos químicos orgânicos não especificados anteriormente","Não há notas explicativas disponíveis para esta categoria."
"150","C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.3",". Fabricação de resinas e elastômeros","20.312",".- Fabricação de resinas termoplásticas","Não há notas explicativas disponíveis para esta categoria."
"151","C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.3",". Fabricação de resinas e elastômeros","20.321",".- Fabricação de resinas termofixas","Não há notas explicativas disponíveis para esta categoria."
"152","C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.3",". Fabricação de resinas e elastômeros","20.339",".- Fabricação de elastômeros","Não há notas explicativas disponíveis para esta categoria."
"153","C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.4",". Fabricação de fibras artificiais e sintéticas","20.401",".- Fabricação de fibras artificiais e sintéticas","Não há notas explicativas disponíveis para esta categoria."
"154","C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.5",". Fabricação de defensivos agrícolas e desinfestantes domissanitários","20.517",".- Fabricação de defensivos agrícolas","Não há notas explicativas disponíveis para esta categoria."
"155","C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.5",". Fabricação de defensivos agrícolas e desinfestantes domissanitários","20.525",".- Fabricação de desinfestantes domissanitários","Não há notas explicativas disponíveis para esta categoria."
"156","C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.6",". Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal","20.614",".- Fabricação de sabões e detergentes sintéticos","Não há notas explicativas disponíveis para esta categoria."
"157","C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.6",". Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal","20.622",".- Fabricação de produtos de limpeza e polimento","Não há notas explicativas disponíveis para esta categoria."
"158","C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.6",". Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal","20.631",".- Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal","Não há notas explicativas disponíveis para esta categoria."
"159","C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.7",". Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins","20.711",".- Fabricação de tintas, vernizes, esmaltes e lacas","Não há notas explicativas disponíveis para esta categoria."
"160","C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.7",". Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins","20.720",".- Fabricação de tintas de impressão","Não há notas explicativas disponíveis para esta categoria."
"161","C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.7",". Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins","20.738",".- Fabricação de impermeabilizantes, solventes e produtos afins","Não há notas explicativas disponíveis para esta categoria."
"162","C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.9",". Fabricação de produtos e preparados químicos diversos","20.916",".- Fabricação de adesivos e selantes","Não há notas explicativas disponíveis para esta categoria."
"163","C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.9",". Fabricação de produtos e preparados químicos diversos","20.924",".- Fabricação de explosivos","Não há notas explicativas disponíveis para esta categoria."
"164","C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.9",". Fabricação de produtos e preparados químicos diversos","20.932",".- Fabricação de aditivos de uso industrial","Não há notas explicativas disponíveis para esta categoria."
"165","C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.9",". Fabricação de produtos e preparados químicos diversos","20.941",".- Fabricação de catalisadores","Não há notas explicativas disponíveis para esta categoria."
"166","C","INDÚSTRIAS DE TRANSFORMAÇÃO","20","FABRICAÇÃO DE PRODUTOS QUÍMICOS","20.9",". Fabricação de produtos e preparados químicos diversos","20.991",".- Fabricação de produtos químicos não especificados anteriormente","Não há notas explicativas disponíveis para esta categoria."
"167","C","INDÚSTRIAS DE TRANSFORMAÇÃO","21","FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS","21.1",". Fabricação de produtos farmoquímicos","21.106",".- Fabricação de produtos farmoquímicos","Não há notas explicativas disponíveis para esta categoria."
"168","C","INDÚSTRIAS DE TRANSFORMAÇÃO","21","FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS","21.2",". Fabricação de produtos farmacêuticos","21.211",".- Fabricação de medicamentos para uso humano","Não há notas explicativas disponíveis para esta categoria."
"169","C","INDÚSTRIAS DE TRANSFORMAÇÃO","21","FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS","21.2",". Fabricação de produtos farmacêuticos","21.220",".- Fabricação de medicamentos para uso veterinário","Não há notas explicativas disponíveis para esta categoria."
"170","C","INDÚSTRIAS DE TRANSFORMAÇÃO","21","FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS","21.2",". Fabricação de produtos farmacêuticos","21.238",".- Fabricação de preparações farmacêuticas","Não há notas explicativas disponíveis para esta categoria."
"171","C","INDÚSTRIAS DE TRANSFORMAÇÃO","22","FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO","22.1",". Fabricação de produtos de borracha","22.111",".- Fabricação de pneumáticos e de câmaras-de-ar","Não há notas explicativas disponíveis para esta categoria."
"172","C","INDÚSTRIAS DE TRANSFORMAÇÃO","22","FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO","22.1",". Fabricação de produtos de borracha","22.129",".- Reforma de pneumáticos usados","Não há notas explicativas disponíveis para esta categoria."
"173","C","INDÚSTRIAS DE TRANSFORMAÇÃO","22","FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO","22.1",". Fabricação de produtos de borracha","22.196",".- Fabricação de artefatos de borracha não especificados anteriormente","Não há notas explicativas disponíveis para esta categoria."
"174","C","INDÚSTRIAS DE TRANSFORMAÇÃO","22","FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO","22.2",". Fabricação de produtos de material plástico","22.218",".- Fabricação de laminados planos e tubulares de material plástico","Não há notas explicativas disponíveis para esta categoria."
"175","C","INDÚSTRIAS DE TRANSFORMAÇÃO","22","FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO","22.2",". Fabricação de produtos de material plástico","22.226",".- Fabricação de embalagens de material plástico","Não há notas explicativas disponíveis para esta categoria."
"176","C","INDÚSTRIAS DE TRANSFORMAÇÃO","22","FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO","22.2",". Fabricação de produtos de material plástico","22.234",".- Fabricação de tubos e acessórios de material plástico para uso na construção","Não há notas explicativas disponíveis para esta categoria."
"177","C","INDÚSTRIAS DE TRANSFORMAÇÃO","22","FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO","22.2",". Fabricação de produtos de material plástico","22.293",".- Fabricação de artefatos de material plástico não especificados anteriormente","Não há notas explicativas disponíveis para esta categoria."
"178","C","INDÚSTRIAS DE TRANSFORMAÇÃO","23","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","23.1",". Fabricação de vidro e de produtos do vidro","23.117",".- Fabricação de vidro plano e de segurança","Este grupo compreende a fabricação de vidro plano e de segurança, de embalagens de vidro e de artefatos de vidro para usos diversos e de fibra de vidro e de lã de vidro. Este grupo não compreende a fabricação de tecidos de fibra de vidro (grupo 13.2); a fabricação de artefatos de plástico reforçados com fibra de vidro (grupo 22.2) e a fabricação de artigos de fibra de vidro (grupo 23.9)."
"179","C","INDÚSTRIAS DE TRANSFORMAÇÃO","23","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","23.1",". Fabricação de vidro e de produtos do vidro","23.125",".- Fabricação de embalagens de vidro","Este grupo compreende a fabricação de vidro plano e de segurança, de embalagens de vidro e de artefatos de vidro para usos diversos e de fibra de vidro e de lã de vidro. Este grupo não compreende a fabricação de tecidos de fibra de vidro (grupo 13.2); a fabricação de artefatos de plástico reforçados com fibra de vidro (grupo 22.2) e a fabricação de artigos de fibra de vidro (grupo 23.9)."
"180","C","INDÚSTRIAS DE TRANSFORMAÇÃO","23","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","23.1",". Fabricação de vidro e de produtos do vidro","23.192",".- Fabricação de artigos de vidro","Este grupo compreende a fabricação de vidro plano e de segurança, de embalagens de vidro e de artefatos de vidro para usos diversos e de fibra de vidro e de lã de vidro. Este grupo não compreende a fabricação de tecidos de fibra de vidro (grupo 13.2); a fabricação de artefatos de plástico reforçados com fibra de vidro (grupo 22.2) e a fabricação de artigos de fibra de vidro (grupo 23.9)."
"181","C","INDÚSTRIAS DE TRANSFORMAÇÃO","23","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","23.2",". Fabricação de cimento","23.206",".- Fabricação de cimento","Não há notas explicativas disponíveis para esta categoria."
"182","C","INDÚSTRIAS DE TRANSFORMAÇÃO","23","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","23.3",". Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes","23.303",".- Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes","Não há notas explicativas disponíveis para esta categoria."
"183","C","INDÚSTRIAS DE TRANSFORMAÇÃO","23","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","23.4",". Fabricação de produtos cerâmicos","23.419",".- Fabricação de produtos cerâmicos refratários","Não há notas explicativas disponíveis para esta categoria."
"184","C","INDÚSTRIAS DE TRANSFORMAÇÃO","23","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","23.4",". Fabricação de produtos cerâmicos","23.427",".- Fabricação de produtos cerâmicos não refratários para uso estrutural na construção","Não há notas explicativas disponíveis para esta categoria."
"185","C","INDÚSTRIAS DE TRANSFORMAÇÃO","23","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","23.4",". Fabricação de produtos cerâmicos","23.494",".- Fabricação de produtos cerâmicos não refratários não especificados anteriormente","Não há notas explicativas disponíveis para esta categoria."
"186","C","INDÚSTRIAS DE TRANSFORMAÇÃO","23","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","23.9",". Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos","23.915",".- Aparelhamento e outros trabalhos em pedras","Este grupo compreende o aparelhamento, britamento e outros beneficiamentos em pedras, quando não associados à extração, a fabricação de cal e gesso e a fabricação de produtos diversos de minerais não-metálicos (artefatos de amianto, grafita, fibra de vidro, etc.)."
"187","C","INDÚSTRIAS DE TRANSFORMAÇÃO","23","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","23.9",". Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos","23.923",".- Fabricação de cal e gesso","Este grupo compreende o aparelhamento, britamento e outros beneficiamentos em pedras, quando não associados à extração, a fabricação de cal e gesso e a fabricação de produtos diversos de minerais não-metálicos (artefatos de amianto, grafita, fibra de vidro, etc.)."
"188","C","INDÚSTRIAS DE TRANSFORMAÇÃO","23","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","23.9",". Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos","23.991",".- Fabricação de produtos de minerais não metálicos não especificados anteriormente","Este grupo compreende o aparelhamento, britamento e outros beneficiamentos em pedras, quando não associados à extração, a fabricação de cal e gesso e a fabricação de produtos diversos de minerais não-metálicos (artefatos de amianto, grafita, fibra de vidro, etc.)."
"189","C","INDÚSTRIAS DE TRANSFORMAÇÃO","24","METALURGIA","24.1",". Produção de ferro-gusa e de ferroligas","24.113",".- Produção de ferro-gusa","Não há notas explicativas disponíveis para esta categoria."
"190","C","INDÚSTRIAS DE TRANSFORMAÇÃO","24","METALURGIA","24.1",". Produção de ferro-gusa e de ferroligas","24.121",".- Produção de ferroligas","Não há notas explicativas disponíveis para esta categoria."
"191","C","INDÚSTRIAS DE TRANSFORMAÇÃO","24","METALURGIA","24.2",". Siderurgia","24.211",".- Produção de semiacabados de aço","Não há notas explicativas disponíveis para esta categoria."
"192","C","INDÚSTRIAS DE TRANSFORMAÇÃO","24","METALURGIA","24.2",". Siderurgia","24.229",".- Produção de laminados planos de aço","Não há notas explicativas disponíveis para esta categoria."
"193","C","INDÚSTRIAS DE TRANSFORMAÇÃO","24","METALURGIA","24.2",". Siderurgia","24.237",".- Produção de laminados longos de aço","Não há notas explicativas disponíveis para esta categoria."
"194","C","INDÚSTRIAS DE TRANSFORMAÇÃO","24","METALURGIA","24.2",". Siderurgia","24.245",".- Produção de relaminados, trefilados e perfilados de aço","Não há notas explicativas disponíveis para esta categoria."
"195","C","INDÚSTRIAS DE TRANSFORMAÇÃO","24","METALURGIA","24.3",". Produção de tubos de aço, exceto tubos sem costura","24.318",".- Produção de tubos de aço com costura","Não há notas explicativas disponíveis para esta categoria."
"196","C","INDÚSTRIAS DE TRANSFORMAÇÃO","24","METALURGIA","24.3",". Produção de tubos de aço, exceto tubos sem costura","24.393",".- Produção de outros tubos de ferro e aço","Não há notas explicativas disponíveis para esta categoria."
"197","C","INDÚSTRIAS DE TRANSFORMAÇÃO","24","METALURGIA","24.4",". Metalurgia dos metais não-ferrosos","24.415",".- Metalurgia do alumínio e suas ligas","Este grupo compreende a metalurgia do alumínio, cobre, estanho, dos metais precisos e de outros metais não-ferrosos e suas ligas, utilizando minério em bruto, materiais intermediários (alumina, p.ex.) e sucata. Este grupo não compreende a fundição (grupo 24.5) e forjaria (grupo 25.3) de metais não-ferrosos e suas ligas."
"198","C","INDÚSTRIAS DE TRANSFORMAÇÃO","24","METALURGIA","24.4",". Metalurgia dos metais não-ferrosos","24.423",".- Metalurgia dos metais preciosos","Este grupo compreende a metalurgia do alumínio, cobre, estanho, dos metais precisos e de outros metais não-ferrosos e suas ligas, utilizando minério em bruto, materiais intermediários (alumina, p.ex.) e sucata. Este grupo não compreende a fundição (grupo 24.5) e forjaria (grupo 25.3) de metais não-ferrosos e suas ligas."
"199","C","INDÚSTRIAS DE TRANSFORMAÇÃO","24","METALURGIA","24.4",". Metalurgia dos metais não-ferrosos","24.431",".- Metalurgia do cobre","Este grupo compreende a metalurgia do alumínio, cobre, estanho, dos metais precisos e de outros metais não-ferrosos e suas ligas, utilizando minério em bruto, materiais intermediários (alumina, p.ex.) e sucata. Este grupo não compreende a fundição (grupo 24.5) e forjaria (grupo 25.3) de metais não-ferrosos e suas ligas."
"200","C","INDÚSTRIAS DE TRANSFORMAÇÃO","24","METALURGIA","24.4",". Metalurgia dos metais não-ferrosos","24.491",".- Metalurgia dos metais não ferrosos e suas ligas não especificados anteriormente","Este grupo compreende a metalurgia do alumínio, cobre, estanho, dos metais precisos e de outros metais não-ferrosos e suas ligas, utilizando minério em bruto, materiais intermediários (alumina, p.ex.) e sucata. Este grupo não compreende a fundição (grupo 24.5) e forjaria (grupo 25.3) de metais não-ferrosos e suas ligas."
"201","C","INDÚSTRIAS DE TRANSFORMAÇÃO","24","METALURGIA","24.5",". Fundição","24.512",".- Fundição de ferro e aço","Este grupo compreende as atividades de fundição realizadas sob encomenda, de acordo com especificações próprias. Este grupo não compreende as operações de fundição realizadas como parte da fabricação de um determinado produto, que se incluem na classe correspondente à da fabricação do produto."
"202","C","INDÚSTRIAS DE TRANSFORMAÇÃO","24","METALURGIA","24.5",". Fundição","24.521",".- Fundição de metais não ferrosos e suas ligas","Este grupo compreende as atividades de fundição realizadas sob encomenda, de acordo com especificações próprias. Este grupo não compreende as operações de fundição realizadas como parte da fabricação de um determinado produto, que se incluem na classe correspondente à da fabricação do produto."
"203","C","INDÚSTRIAS DE TRANSFORMAÇÃO","25","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","25.1",". Fabricação de estruturas metálicas e obras de caldeiraria pesada","25.110",".- Fabricação de estruturas metálicas","Não há notas explicativas disponíveis para esta categoria."
"204","C","INDÚSTRIAS DE TRANSFORMAÇÃO","25","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","25.1",". Fabricação de estruturas metálicas e obras de caldeiraria pesada","25.128",".- Fabricação de esquadrias de metal","Não há notas explicativas disponíveis para esta categoria."
"205","C","INDÚSTRIAS DE TRANSFORMAÇÃO","25","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","25.1",". Fabricação de estruturas metálicas e obras de caldeiraria pesada","25.136",".- Fabricação de obras de caldeiraria pesada","Não há notas explicativas disponíveis para esta categoria."
"206","C","INDÚSTRIAS DE TRANSFORMAÇÃO","25","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","25.2",". Fabricação de tanques, reservatórios metálicos e caldeiras","25.217",".- Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central","Não há notas explicativas disponíveis para esta categoria."
"207","C","INDÚSTRIAS DE TRANSFORMAÇÃO","25","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","25.2",". Fabricação de tanques, reservatórios metálicos e caldeiras","25.225",".- Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos","Não há notas explicativas disponíveis para esta categoria."
"208","C","INDÚSTRIAS DE TRANSFORMAÇÃO","25","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","25.3",". Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais","25.314",".- Produção de forjados de aço e de metais não ferrosos e suas ligas","Este grupo compreende as atividades de forjaria, estamparia, repuxamento e outros tipos de conformação de metais realizadas sob encomenda, de acordo com especificações próprias. Este grupo não compreende as operações de forjaria, estamparia e a realização de serviços e atividades metalúrgicas em geral realizadas como parte da fabricação de um determinado produto, que se incluem na subclasse correspondente à fabricação do produto."
"209","C","INDÚSTRIAS DE TRANSFORMAÇÃO","25","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","25.3",". Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais","25.322",".- Produção de artefatos estampados de metal; metalurgia do pó","Este grupo compreende as atividades de forjaria, estamparia, repuxamento e outros tipos de conformação de metais realizadas sob encomenda, de acordo com especificações próprias. Este grupo não compreende as operações de forjaria, estamparia e a realização de serviços e atividades metalúrgicas em geral realizadas como parte da fabricação de um determinado produto, que se incluem na subclasse correspondente à fabricação do produto."
"210","C","INDÚSTRIAS DE TRANSFORMAÇÃO","25","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","25.3",". Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais","25.390",".- Serviços de usinagem, solda, tratamento e revestimento em metais","Este grupo compreende as atividades de forjaria, estamparia, repuxamento e outros tipos de conformação de metais realizadas sob encomenda, de acordo com especificações próprias. Este grupo não compreende as operações de forjaria, estamparia e a realização de serviços e atividades metalúrgicas em geral realizadas como parte da fabricação de um determinado produto, que se incluem na subclasse correspondente à fabricação do produto."
"211","C","INDÚSTRIAS DE TRANSFORMAÇÃO","25","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","25.4",". Fabricação de artigos de cutelaria, de serralheria e ferramentas","25.411",".- Fabricação de artigos de cutelaria","Não há notas explicativas disponíveis para esta categoria."
"212","C","INDÚSTRIAS DE TRANSFORMAÇÃO","25","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","25.4",". Fabricação de artigos de cutelaria, de serralheria e ferramentas","25.420",".- Fabricação de artigos de serralheria, exceto esquadrias","Não há notas explicativas disponíveis para esta categoria."
"213","C","INDÚSTRIAS DE TRANSFORMAÇÃO","25","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","25.4",". Fabricação de artigos de cutelaria, de serralheria e ferramentas","25.438",".- Fabricação de ferramentas","Não há notas explicativas disponíveis para esta categoria."
"214","C","INDÚSTRIAS DE TRANSFORMAÇÃO","25","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","25.5",". Fabricação de equipamento bélico pesado, armas e munições","25.501",".- Fabricação de equipamento bélico pesado, armas e munições","Não há notas explicativas disponíveis para esta categoria."
"215","C","INDÚSTRIAS DE TRANSFORMAÇÃO","25","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","25.9",". Fabricação de produtos de metal não especificados anteriormente","25.918",".- Fabricação de embalagens metálicas","Não há notas explicativas disponíveis para esta categoria."
"216","C","INDÚSTRIAS DE TRANSFORMAÇÃO","25","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","25.9",". Fabricação de produtos de metal não especificados anteriormente","25.926",".- Fabricação de produtos de trefilados de metal","Não há notas explicativas disponíveis para esta categoria."
"217","C","INDÚSTRIAS DE TRANSFORMAÇÃO","25","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","25.9",". Fabricação de produtos de metal não especificados anteriormente","25.934",".- Fabricação de artigos de metal para uso doméstico e pessoal","Não há notas explicativas disponíveis para esta categoria."
"218","C","INDÚSTRIAS DE TRANSFORMAÇÃO","25","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS","25.9",". Fabricação de produtos de metal não especificados anteriormente","25.993",".- Fabricação de produtos de metal não especificados anteriormente","Não há notas explicativas disponíveis para esta categoria."
"219","C","INDÚSTRIAS DE TRANSFORMAÇÃO","26","FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS","26.1",". Fabricação de componentes eletrônicos","26.108",".- Fabricação de componentes eletrônicos","Não há notas explicativas disponíveis para esta categoria."
"220","C","INDÚSTRIAS DE TRANSFORMAÇÃO","26","FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS","26.2",". Fabricação de equipamentos de informática e periféricos","26.213",".- Fabricação de equipamentos de informática","Este grupo compreende a fabricação e montagem de computadores, como: mainframes, desktops, laptops, servidores etc. e a fabricação de equipamentos periféricos, como impressoras, monitores, teclados, etc."
"221","C","INDÚSTRIAS DE TRANSFORMAÇÃO","26","FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS","26.2",". Fabricação de equipamentos de informática e periféricos","26.221",".- Fabricação de periféricos para equipamentos de informática","Este grupo compreende a fabricação e montagem de computadores, como: mainframes, desktops, laptops, servidores etc. e a fabricação de equipamentos periféricos, como impressoras, monitores, teclados, etc."
"222","C","INDÚSTRIAS DE TRANSFORMAÇÃO","26","FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS","26.3",". Fabricação de equipamentos de comunicação","26.311",".- Fabricação de equipamentos transmissores de comunicação","Este grupo compreende a fabricação de telefones e equipamentos de comunicação de transmissão de sinais e dados por meio de cabos ou ondas eletromagnéticas, tais como os equipamentos de emissão de imagens e sons (televisão e rádio) e outros equipamentos de comunicação sem fios."
"223","C","INDÚSTRIAS DE TRANSFORMAÇÃO","26","FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS","26.3",". Fabricação de equipamentos de comunicação","26.329",".- Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação","Este grupo compreende a fabricação de telefones e equipamentos de comunicação de transmissão de sinais e dados por meio de cabos ou ondas eletromagnéticas, tais como os equipamentos de emissão de imagens e sons (televisão e rádio) e outros equipamentos de comunicação sem fios."
"224","C","INDÚSTRIAS DE TRANSFORMAÇÃO","26","FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS","26.4",". Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo","26.400",".- Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo","Este grupo compreende a fabricação de eletrônicos de consumo como equipamentos de áudio e vídeo para uso doméstico ou em veículos."
"225","C","INDÚSTRIAS DE TRANSFORMAÇÃO","26","FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS","26.5",". Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios","26.515",".- Fabricação de aparelhos e equipamentos de medida, teste e controle","Este grupo compreende a fabricação de equipamentos de medida, teste, navegação e controle para usos industriais e não-industriais, incluindo aparelhos de medida de tempo como relógios e outros aparelhos relacionados."
"226","C","INDÚSTRIAS DE TRANSFORMAÇÃO","26","FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS","26.5",". Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios","26.523",".- Fabricação de cronômetros e relógios","Este grupo compreende a fabricação de equipamentos de medida, teste, navegação e controle para usos industriais e não-industriais, incluindo aparelhos de medida de tempo como relógios e outros aparelhos relacionados."
"227","C","INDÚSTRIAS DE TRANSFORMAÇÃO","26","FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS","26.6",". Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação","26.604",".- Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação","Este grupo compreende a fabricação de aparelhos eletromédicos e eletroterapêuticos e de aparelhos de irradiação para aplicações em diagnóstico médico, médico-terapêutico, industrial, pesquisa e avaliação científica. Irradiação pode ser na forma de raios-beta, raios-gama, raios-X ou outras radiações ionizantes"
